UserID_Day_Month_Hour,Target
User5444_Wed_3_18,0
User5657_Wed_3_6,0
User5186_Wed_3_12,0
User3450_Wed_3_0,0
User5951_Wed_3_12,0
User1161_Wed_3_18,0
User3271_Wed_3_0,1
User2113_Wed_3_6,0
User3347_Wed_3_6,1
User558_Wed_3_18,0
User5131_Wed_3_0,1
User1843_Wed_3_18,1
User4821_Wed_3_6,0
User2723_Wed_3_18,0
User1466_Wed_3_12,1
User671_Wed_3_18,1
User6198_Wed_3_18,0
User4077_Wed_3_12,1
User6237_Wed_3_6,1
User6135_Wed_3_0,0
User820_Wed_3_12,1
User1512_Wed_3_0,0
User3271_Wed_3_18,1
User3464_Wed_3_12,1
User5127_Wed_3_6,0
User106_Wed_3_12,1
User6148_Wed_3_18,0
User3117_Wed_3_6,0
User5210_Wed_3_12,0
User1519_Wed_3_0,1
User2280_Wed_3_0,0
User2828_Wed_3_6,1
User4821_Wed_3_12,0
User1495_Wed_3_6,1
User866_Wed_3_12,0
User5618_Wed_3_12,1
User960_Wed_3_12,0
User6434_Wed_3_6,0
User4666_Wed_3_18,0
User4382_Wed_3_6,0
User3088_Wed_3_12,1
User3045_Wed_3_18,0
User2582_Wed_3_18,0
User4161_Wed_3_0,0
User6410_Wed_3_0,1
User5538_Wed_3_18,0
User416_Wed_3_6,1
User5283_Wed_3_18,0
User5751_Wed_3_18,0
User728_Wed_3_6,1
User4940_Wed_3_6,1
User5934_Wed_3_6,0
User4758_Wed_3_6,1
User2068_Wed_3_18,0
User914_Wed_3_18,1
User2430_Wed_3_6,0
User3289_Wed_3_18,0
User5029_Wed_3_6,1
User6613_Wed_3_18,0
User3626_Wed_3_12,1
User2041_Wed_3_6,1
User155_Wed_3_12,0
User1114_Wed_3_0,0
User4928_Wed_3_0,1
User2618_Wed_3_18,1
User2726_Wed_3_12,0
User5416_Wed_3_0,1
User5965_Wed_3_18,1
User847_Wed_3_12,1
User3848_Wed_3_6,0
User1476_Wed_3_0,1
User4689_Wed_3_18,0
User6016_Wed_3_6,1
User3397_Wed_3_6,1
User1482_Wed_3_12,1
User3139_Wed_3_0,0
User4621_Wed_3_6,0
User3074_Wed_3_0,0
User602_Wed_3_18,0
User4619_Wed_3_18,0
User3750_Wed_3_18,1
User627_Wed_3_18,0
User2373_Wed_3_6,1
User4407_Wed_3_18,0
User3146_Wed_3_0,1
User1599_Wed_3_18,0
User1017_Wed_3_12,0
User6499_Wed_3_6,0
User5394_Wed_3_12,0
User4107_Wed_3_6,0
User5940_Wed_3_0,1
User5590_Wed_3_18,1
User6519_Wed_3_18,1
User2984_Wed_3_6,1
User3130_Wed_3_18,0
User6179_Wed_3_18,0
User4221_Wed_3_6,0
User73_Wed_3_18,1
User6719_Wed_3_6,1
User5345_Wed_3_0,1
User1749_Wed_3_18,1
User278_Wed_3_18,1
User5467_Wed_3_6,1
User1319_Wed_3_12,0
User6026_Wed_3_0,0
User4511_Wed_3_18,0
User5101_Wed_3_18,0
User2550_Wed_3_6,0
User2072_Wed_3_18,0
User2692_Wed_3_0,1
User1179_Wed_3_12,1
User6038_Wed_3_6,0
User5108_Wed_3_0,1
User4721_Wed_3_6,0
User5577_Wed_3_0,0
User2493_Wed_3_18,0
User1039_Wed_3_12,0
User6337_Wed_3_18,0
User4858_Wed_3_12,1
User6506_Wed_3_6,0
User4170_Wed_3_0,1
User1055_Wed_3_6,0
User5201_Wed_3_6,1
User4113_Wed_3_6,0
User1146_Wed_3_18,0
User623_Wed_3_0,0
User4924_Wed_3_12,0
User930_Wed_3_6,1
User4734_Wed_3_6,0
User1229_Wed_3_0,1
User6147_Wed_3_6,0
User607_Wed_3_6,1
User5158_Wed_3_0,0
User2758_Wed_3_12,1
User4814_Wed_3_18,0
User3948_Wed_3_12,1
User194_Wed_3_0,0
User5576_Wed_3_0,1
User5605_Wed_3_0,1
User656_Wed_3_12,1
User1558_Wed_3_18,1
User5523_Wed_3_0,0
User1927_Wed_3_18,1
User2877_Wed_3_6,1
User3457_Wed_3_6,1
User1161_Wed_3_12,1
User827_Wed_3_6,1
User6423_Wed_3_18,1
User183_Wed_3_0,1
User1450_Wed_3_6,1
User4160_Wed_3_6,1
User5532_Wed_3_0,1
User1318_Wed_3_18,0
User3174_Wed_3_0,1
User3493_Wed_3_0,1
User6132_Wed_3_12,1
User4986_Wed_3_6,0
User5926_Wed_3_18,1
User35_Wed_3_6,0
User2129_Wed_3_12,1
User62_Wed_3_6,0
User2668_Wed_3_0,1
User5340_Wed_3_18,0
User2858_Wed_3_12,0
User3629_Wed_3_12,1
User5579_Wed_3_0,1
User6169_Wed_3_12,1
User4443_Wed_3_12,0
User2599_Wed_3_0,1
User3955_Wed_3_12,1
User5868_Wed_3_12,0
User2430_Wed_3_0,1
User2820_Wed_3_18,1
User2845_Wed_3_0,1
User4119_Wed_3_0,0
User5444_Wed_3_6,0
User4503_Wed_3_18,0
User4315_Wed_3_12,0
User4236_Wed_3_12,0
User4248_Wed_3_6,0
User3093_Wed_3_18,0
User2886_Wed_3_12,0
User4237_Wed_3_12,0
User6080_Wed_3_18,0
User741_Wed_3_0,0
User3464_Wed_3_6,1
User4118_Wed_3_6,0
User2272_Wed_3_12,1
User6389_Wed_3_12,1
User4569_Wed_3_6,0
User4605_Wed_3_18,0
User3176_Wed_3_12,0
User851_Wed_3_6,1
User3242_Wed_3_6,0
User5288_Wed_3_6,0
User4799_Wed_3_18,0
User3382_Wed_3_18,1
User650_Wed_3_18,0
User3053_Wed_3_12,0
User5533_Wed_3_6,1
User3101_Wed_3_18,0
User3011_Wed_3_18,1
User3493_Wed_3_18,0
User1474_Wed_3_18,1
User880_Wed_3_18,1
User3813_Wed_3_12,0
User1430_Wed_3_12,1
User5709_Wed_3_0,0
User4415_Wed_3_6,1
User3679_Wed_3_12,0
User6439_Wed_3_12,1
User1140_Wed_3_12,1
User2468_Wed_3_0,1
User3716_Wed_3_0,1
User5950_Wed_3_12,0
User4831_Wed_3_18,0
User6232_Wed_3_18,0
User3670_Wed_3_0,0
User3261_Wed_3_18,0
User3696_Wed_3_6,1
User3161_Wed_3_6,0
User2054_Wed_3_12,0
User2232_Wed_3_6,1
User3978_Wed_3_0,0
User3259_Wed_3_12,0
User3251_Wed_3_18,1
User3680_Wed_3_0,1
User772_Wed_3_12,0
User2325_Wed_3_12,1
User6045_Wed_3_18,0
User5577_Wed_3_12,1
User511_Wed_3_12,0
User3516_Wed_3_12,0
User4987_Wed_3_18,1
User3843_Wed_3_12,0
User5019_Wed_3_18,1
User3804_Wed_3_18,0
User2947_Wed_3_12,0
User4471_Wed_3_0,0
User2083_Wed_3_6,1
User4076_Wed_3_18,0
User1965_Wed_3_0,0
User5623_Wed_3_18,0
User5648_Wed_3_6,1
User4219_Wed_3_18,1
User1626_Wed_3_12,1
User1743_Wed_3_12,1
User2178_Wed_3_0,0
User6504_Wed_3_18,1
User442_Wed_3_18,1
User3383_Wed_3_0,0
User5483_Wed_3_0,1
User4334_Wed_3_12,0
User5561_Wed_3_6,0
User2117_Wed_3_6,0
User507_Wed_3_18,1
User389_Wed_3_12,0
User3161_Wed_3_0,1
User5874_Wed_3_18,0
User2751_Wed_3_18,1
User3423_Wed_3_6,0
User1792_Wed_3_12,0
User1216_Wed_3_12,1
User6442_Wed_3_6,0
User3550_Wed_3_6,1
User6372_Wed_3_18,1
User1439_Wed_3_6,1
User5128_Wed_3_12,0
User4492_Wed_3_0,1
User6203_Wed_3_18,0
User2458_Wed_3_18,1
User4797_Wed_3_12,0
User1918_Wed_3_12,0
User5150_Wed_3_12,1
User3492_Wed_3_18,0
User3197_Wed_3_18,0
User2437_Wed_3_6,1
User1156_Wed_3_6,1
User5864_Wed_3_18,1
User2397_Wed_3_0,0
User1336_Wed_3_6,1
User6244_Wed_3_18,0
User3859_Wed_3_6,1
User4443_Wed_3_0,1
User340_Wed_3_6,1
User4131_Wed_3_6,1
User4952_Wed_3_0,0
User1280_Wed_3_12,1
User5974_Wed_3_18,1
User584_Wed_3_0,1
User5740_Wed_3_12,1
User2024_Wed_3_6,1
User4008_Wed_3_6,0
User6495_Wed_3_0,0
User2249_Wed_3_12,1
User5013_Wed_3_6,0
User5253_Wed_3_18,0
User739_Wed_3_0,1
User1525_Wed_3_12,0
User4226_Wed_3_18,1
User5590_Wed_3_6,0
User5452_Wed_3_18,1
User2860_Wed_3_12,1
User6376_Wed_3_12,0
User6173_Wed_3_6,0
User5372_Wed_3_12,0
User101_Wed_3_6,0
User6341_Wed_3_18,1
User3226_Wed_3_18,1
User2933_Wed_3_6,1
User4155_Wed_3_18,1
User408_Wed_3_12,1
User185_Wed_3_6,1
User5308_Wed_3_12,0
User5236_Wed_3_0,1
User95_Wed_3_0,0
User2770_Wed_3_12,1
User2094_Wed_3_12,1
User4410_Wed_3_0,1
User6442_Wed_3_18,0
User2622_Wed_3_6,0
User683_Wed_3_6,1
User3551_Wed_3_18,1
User2989_Wed_3_6,0
User3659_Wed_3_0,1
User2894_Wed_3_12,1
User3564_Wed_3_18,0
User3267_Wed_3_0,0
User3308_Wed_3_18,1
User4234_Wed_3_6,1
User5688_Wed_3_18,0
User4252_Wed_3_6,0
User3903_Wed_3_0,0
User1570_Wed_3_18,0
User1990_Wed_3_18,0
User465_Wed_3_6,1
User3453_Wed_3_18,0
User6682_Wed_3_0,0
User4057_Wed_3_6,1
User4589_Wed_3_6,1
User2686_Wed_3_0,1
User2051_Wed_3_12,0
User3464_Wed_3_0,0
User1782_Wed_3_0,1
User2789_Wed_3_0,0
User3509_Wed_3_12,1
User1663_Wed_3_0,1
User2456_Wed_3_6,0
User5850_Wed_3_18,1
User4988_Wed_3_12,1
User4785_Wed_3_6,0
User1170_Wed_3_18,0
User3770_Wed_3_0,0
User5149_Wed_3_0,1
User101_Wed_3_12,0
User1418_Wed_3_6,0
User4248_Wed_3_18,0
User74_Wed_3_0,1
User3634_Wed_3_18,0
User861_Wed_3_6,1
User4796_Wed_3_12,0
User569_Wed_3_0,0
User830_Wed_3_0,1
User352_Wed_3_6,1
User5488_Wed_3_18,0
User2960_Wed_3_6,1
User822_Wed_3_0,0
User2814_Wed_3_12,1
User4053_Wed_3_0,0
User387_Wed_3_18,1
User6600_Wed_3_6,1
User3437_Wed_3_18,0
User1819_Wed_3_6,0
User6148_Wed_3_0,1
User1010_Wed_3_0,0
User2666_Wed_3_6,0
User3211_Wed_3_18,1
User44_Wed_3_0,1
User5461_Wed_3_18,0
User5121_Wed_3_18,1
User1913_Wed_3_6,0
User5780_Wed_3_6,1
User1564_Wed_3_6,1
User2102_Wed_3_12,0
User6519_Wed_3_0,1
User2618_Wed_3_6,0
User1050_Wed_3_6,0
User455_Wed_3_0,1
User3727_Wed_3_6,1
User2128_Wed_3_0,0
User2439_Wed_3_6,0
User961_Wed_3_12,1
User5157_Wed_3_6,0
User6547_Wed_3_18,0
User2542_Wed_3_12,1
User311_Wed_3_6,1
User5355_Wed_3_12,1
User2380_Wed_3_12,0
User4701_Wed_3_18,1
User818_Wed_3_0,0
User5819_Wed_3_12,0
User1328_Wed_3_18,1
User2418_Wed_3_0,1
User5665_Wed_3_6,1
User2610_Wed_3_0,0
User5614_Wed_3_0,0
User5204_Wed_3_12,0
User5357_Wed_3_12,1
User5505_Wed_3_6,0
User2166_Wed_3_12,0
User1453_Wed_3_18,1
User55_Wed_3_0,0
User1495_Wed_3_0,0
User966_Wed_3_6,1
User3031_Wed_3_12,1
User4141_Wed_3_18,0
User2029_Wed_3_6,0
User1203_Wed_3_18,0
User3261_Wed_3_6,0
User4131_Wed_3_0,0
User906_Wed_3_12,1
User5572_Wed_3_6,0
User2823_Wed_3_6,0
User6699_Wed_3_12,0
User1522_Wed_3_0,0
User3987_Wed_3_18,0
User4558_Wed_3_6,1
User5763_Wed_3_0,0
User3568_Wed_3_0,1
User5920_Wed_3_0,1
User2577_Wed_3_12,1
User3695_Wed_3_12,0
User3977_Wed_3_0,0
User6692_Wed_3_18,1
User5572_Wed_3_12,0
User4944_Wed_3_12,0
User2851_Wed_3_12,0
User685_Wed_3_0,1
User359_Wed_3_18,1
User919_Wed_3_0,1
User2880_Wed_3_12,0
User2633_Wed_3_18,0
User1593_Wed_3_18,1
User2617_Wed_3_0,1
User1128_Wed_3_18,0
User2428_Wed_3_6,0
User5927_Wed_3_6,1
User186_Wed_3_0,1
User2672_Wed_3_12,1
User5382_Wed_3_18,0
User4397_Wed_3_0,0
User4886_Wed_3_6,1
User2843_Wed_3_18,0
User4161_Wed_3_6,0
User6591_Wed_3_18,1
User5068_Wed_3_12,0
User935_Wed_3_12,1
User3844_Wed_3_0,1
User176_Wed_3_18,0
User6632_Wed_3_0,0
User6555_Wed_3_0,0
User1160_Wed_3_18,0
User4527_Wed_3_12,1
User6412_Wed_3_6,0
User89_Wed_3_0,0
User6718_Wed_3_6,0
User1003_Wed_3_18,1
User4318_Wed_3_18,1
User1744_Wed_3_6,1
User3499_Wed_3_12,1
User5956_Wed_3_0,1
User3577_Wed_3_18,1
User992_Wed_3_0,1
User4252_Wed_3_0,1
User2353_Wed_3_18,1
User5149_Wed_3_12,1
User3371_Wed_3_12,1
User3421_Wed_3_0,1
User2969_Wed_3_0,0
User456_Wed_3_18,1
User8_Wed_3_12,1
User3967_Wed_3_18,1
User1528_Wed_3_0,1
User3915_Wed_3_6,1
User2325_Wed_3_6,0
User421_Wed_3_6,1
User2051_Wed_3_0,1
User3958_Wed_3_18,1
User169_Wed_3_6,0
User3530_Wed_3_12,1
User1499_Wed_3_6,0
User366_Wed_3_18,0
User3437_Wed_3_12,0
User2481_Wed_3_12,0
User5247_Wed_3_6,1
User3311_Wed_3_18,1
User217_Wed_3_0,0
User2146_Wed_3_12,1
User3678_Wed_3_12,0
User4687_Wed_3_0,1
User2550_Wed_3_0,0
User4518_Wed_3_6,1
User854_Wed_3_12,0
User3217_Wed_3_6,1
User737_Wed_3_18,0
User1835_Wed_3_18,0
User2069_Wed_3_0,0
User216_Wed_3_0,0
User4527_Wed_3_6,0
User5488_Wed_3_12,0
User6446_Wed_3_18,0
User3629_Wed_3_18,0
User5578_Wed_3_6,0
User1630_Wed_3_18,1
User4651_Wed_3_6,1
User3866_Wed_3_0,0
User1108_Wed_3_12,0
User3016_Wed_3_18,1
User778_Wed_3_12,1
User3274_Wed_3_0,0
User6111_Wed_3_6,1
User4658_Wed_3_18,1
User5545_Wed_3_0,1
User4394_Wed_3_12,1
User3506_Wed_3_18,0
User3923_Wed_3_6,1
User6312_Wed_3_18,1
User1445_Wed_3_18,0
User747_Wed_3_0,1
User5817_Wed_3_0,1
User5276_Wed_3_0,1
User2160_Wed_3_0,1
User3289_Wed_3_12,0
User4411_Wed_3_12,1
User5788_Wed_3_0,0
User6365_Wed_3_6,1
User4073_Wed_3_18,1
User569_Wed_3_18,1
User1207_Wed_3_12,1
User6326_Wed_3_18,1
User1689_Wed_3_12,0
User4871_Wed_3_0,1
User2521_Wed_3_6,0
User4889_Wed_3_0,1
User2423_Wed_3_6,1
User5772_Wed_3_18,0
User3003_Wed_3_18,1
User6184_Wed_3_6,0
User3613_Wed_3_6,0
User4331_Wed_3_12,0
User1412_Wed_3_0,1
User3175_Wed_3_0,0
User3436_Wed_3_18,1
User5508_Wed_3_6,1
User6179_Wed_3_6,0
User2539_Wed_3_12,1
User5403_Wed_3_18,1
User2949_Wed_3_0,0
User3728_Wed_3_18,0
User5436_Wed_3_0,1
User2481_Wed_3_18,1
User6148_Wed_3_12,0
User2945_Wed_3_6,1
User4319_Wed_3_18,0
User4284_Wed_3_12,0
User2973_Wed_3_12,1
User1695_Wed_3_0,0
User3302_Wed_3_12,0
User392_Wed_3_0,0
User4079_Wed_3_12,0
User3307_Wed_3_0,1
User1193_Wed_3_18,0
User3399_Wed_3_0,0
User5254_Wed_3_0,1
User1404_Wed_3_6,1
User6452_Wed_3_12,1
User5027_Wed_3_6,1
User2569_Wed_3_12,0
User5057_Wed_3_6,1
User4735_Wed_3_12,1
User3928_Wed_3_6,0
User5789_Wed_3_12,1
User2465_Wed_3_6,1
User2222_Wed_3_6,1
User145_Wed_3_18,0
User5896_Wed_3_6,0
User3827_Wed_3_6,1
User3123_Wed_3_6,1
User2796_Wed_3_6,0
User6122_Wed_3_12,1
User6669_Wed_3_12,1
User2529_Wed_3_0,1
User2823_Wed_3_0,0
User5250_Wed_3_6,1
User5462_Wed_3_6,0
User5025_Wed_3_18,0
User5061_Wed_3_0,0
User5628_Wed_3_0,0
User2223_Wed_3_6,0
User5000_Wed_3_12,0
User4146_Wed_3_18,1
User2212_Wed_3_0,0
User264_Wed_3_12,1
User6430_Wed_3_18,1
User6523_Wed_3_18,0
User2227_Wed_3_12,1
User4660_Wed_3_0,1
User5281_Wed_3_12,1
User375_Wed_3_12,0
User4426_Wed_3_6,1
User4700_Wed_3_12,0
User4959_Wed_3_0,0
User1023_Wed_3_18,0
User336_Wed_3_18,1
User441_Wed_3_18,1
User4525_Wed_3_0,0
User1979_Wed_3_0,0
User5796_Wed_3_18,0
User3504_Wed_3_0,1
User3862_Wed_3_18,0
User6708_Wed_3_0,1
User3990_Wed_3_6,1
User349_Wed_3_0,1
User1053_Wed_3_12,1
User1018_Wed_3_12,1
User144_Wed_3_0,1
User5801_Wed_3_18,1
User6522_Wed_3_6,0
User5961_Wed_3_6,0
User6262_Wed_3_12,1
User2398_Wed_3_12,0
User5335_Wed_3_0,1
User4153_Wed_3_18,1
User3523_Wed_3_18,1
User1496_Wed_3_18,1
User5249_Wed_3_18,0
User6203_Wed_3_6,1
User1462_Wed_3_12,1
User6515_Wed_3_18,1
User539_Wed_3_12,1
User5097_Wed_3_18,0
User3422_Wed_3_0,0
User5613_Wed_3_0,1
User3329_Wed_3_6,0
User1697_Wed_3_18,1
User1118_Wed_3_18,1
User5026_Wed_3_18,0
User2826_Wed_3_18,0
User3631_Wed_3_12,1
User1993_Wed_3_6,1
User6361_Wed_3_18,0
User4600_Wed_3_6,1
User662_Wed_3_6,0
User4499_Wed_3_6,0
User5634_Wed_3_18,0
User4031_Wed_3_6,1
User4545_Wed_3_6,1
User102_Wed_3_12,1
User3772_Wed_3_12,0
User844_Wed_3_0,1
User5636_Wed_3_6,0
User3864_Wed_3_0,0
User2924_Wed_3_6,0
User595_Wed_3_18,1
User3536_Wed_3_6,0
User291_Wed_3_0,0
User3656_Wed_3_0,1
User1123_Wed_3_0,1
User247_Wed_3_0,1
User4309_Wed_3_6,1
User1386_Wed_3_18,0
User5892_Wed_3_12,0
User1931_Wed_3_6,0
User6027_Wed_3_12,1
User1766_Wed_3_18,1
User974_Wed_3_0,1
User699_Wed_3_18,0
User5242_Wed_3_6,1
User2190_Wed_3_6,0
User1381_Wed_3_6,0
User2138_Wed_3_0,1
User2904_Wed_3_12,1
User144_Wed_3_6,0
User191_Wed_3_0,1
User3568_Wed_3_18,0
User5294_Wed_3_6,1
User4556_Wed_3_12,0
User985_Wed_3_0,1
User5995_Wed_3_0,1
User1548_Wed_3_0,0
User2339_Wed_3_18,0
User4989_Wed_3_0,0
User11_Wed_3_0,1
User5864_Wed_3_0,0
User843_Wed_3_12,0
User727_Wed_3_6,1
User2700_Wed_3_12,0
User6250_Wed_3_0,1
User3159_Wed_3_18,0
User2966_Wed_3_0,0
User1737_Wed_3_12,1
User6616_Wed_3_18,1
User2949_Wed_3_6,0
User1107_Wed_3_0,0
User2534_Wed_3_6,0
User3782_Wed_3_18,0
User307_Wed_3_0,0
User6248_Wed_3_6,1
User2792_Wed_3_6,1
User5207_Wed_3_12,0
User4166_Wed_3_18,0
User182_Wed_3_0,0
User2027_Wed_3_12,0
User2966_Wed_3_12,1
User1656_Wed_3_18,0
User396_Wed_3_0,1
User4223_Wed_3_12,1
User1793_Wed_3_0,0
User5049_Wed_3_0,0
User4721_Wed_3_18,1
User5407_Wed_3_18,1
User3616_Wed_3_12,1
User3111_Wed_3_0,0
User4466_Wed_3_18,0
User5977_Wed_3_18,0
User1212_Wed_3_12,1
User5871_Wed_3_12,1
User5480_Wed_3_6,0
User5175_Wed_3_0,0
User1484_Wed_3_6,0
User3334_Wed_3_0,0
User497_Wed_3_0,1
User2961_Wed_3_0,1
User821_Wed_3_12,1
User3751_Wed_3_12,0
User6718_Wed_3_12,1
User387_Wed_3_6,1
User3807_Wed_3_6,0
User5227_Wed_3_12,0
User636_Wed_3_6,1
User2312_Wed_3_6,0
User3561_Wed_3_0,1
User4332_Wed_3_0,0
User3606_Wed_3_6,1
User4749_Wed_3_6,1
User4300_Wed_3_0,1
User1831_Wed_3_18,0
User4700_Wed_3_6,0
User2072_Wed_3_12,1
User6245_Wed_3_6,0
User5345_Wed_3_6,0
User2543_Wed_3_0,0
User5472_Wed_3_18,1
User1697_Wed_3_0,1
User917_Wed_3_18,1
User503_Wed_3_18,0
User4475_Wed_3_18,0
User4860_Wed_3_0,0
User1518_Wed_3_18,0
User489_Wed_3_0,0
User6522_Wed_3_18,0
User3738_Wed_3_0,1
User4931_Wed_3_12,1
User684_Wed_3_18,0
User749_Wed_3_18,1
User4361_Wed_3_6,0
User2137_Wed_3_18,0
User6063_Wed_3_12,0
User2735_Wed_3_0,1
User5938_Wed_3_18,0
User1605_Wed_3_0,0
User2998_Wed_3_12,0
User5640_Wed_3_6,1
User2495_Wed_3_6,1
User2600_Wed_3_18,1
User4968_Wed_3_6,1
User254_Wed_3_12,0
User690_Wed_3_0,1
User1149_Wed_3_0,0
User1569_Wed_3_6,1
User2658_Wed_3_6,1
User2859_Wed_3_12,1
User1022_Wed_3_12,1
User2745_Wed_3_0,1
User6708_Wed_3_6,0
User4925_Wed_3_6,1
User3069_Wed_3_12,0
User2823_Wed_3_12,1
User5700_Wed_3_12,0
User824_Wed_3_18,1
User3131_Wed_3_18,0
User2309_Wed_3_12,1
User5950_Wed_3_0,0
User2063_Wed_3_6,0
User3274_Wed_3_12,1
User5242_Wed_3_0,1
User1289_Wed_3_12,0
User1755_Wed_3_0,0
User3454_Wed_3_0,0
User710_Wed_3_18,1
User2234_Wed_3_18,1
User1344_Wed_3_18,0
User1393_Wed_3_0,0
User3501_Wed_3_12,1
User4453_Wed_3_0,0
User413_Wed_3_18,0
User284_Wed_3_18,0
User5764_Wed_3_6,1
User2836_Wed_3_18,0
User4367_Wed_3_18,0
User4269_Wed_3_6,1
User4358_Wed_3_18,1
User5760_Wed_3_12,0
User1832_Wed_3_6,1
User811_Wed_3_18,1
User2111_Wed_3_6,1
User3166_Wed_3_18,1
User4703_Wed_3_12,0
User668_Wed_3_6,1
User6408_Wed_3_6,0
User4489_Wed_3_12,0
User60_Wed_3_18,1
User4025_Wed_3_12,0
User4825_Wed_3_0,1
User5230_Wed_3_6,0
User4465_Wed_3_12,1
User4578_Wed_3_6,1
User571_Wed_3_12,0
User1881_Wed_3_0,0
User1436_Wed_3_6,1
User4958_Wed_3_0,1
User1375_Wed_3_12,0
User5956_Wed_3_6,1
User2470_Wed_3_6,1
User628_Wed_3_18,1
User6052_Wed_3_6,1
User5004_Wed_3_0,1
User5801_Wed_3_12,0
User444_Wed_3_0,1
User4973_Wed_3_0,0
User6551_Wed_3_6,1
User3418_Wed_3_18,1
User1850_Wed_3_18,0
User2469_Wed_3_6,0
User1341_Wed_3_12,1
User6220_Wed_3_18,0
User472_Wed_3_12,0
User6495_Wed_3_18,1
User3311_Wed_3_12,1
User5606_Wed_3_0,0
User4973_Wed_3_12,0
User1022_Wed_3_6,1
User3106_Wed_3_0,1
User2113_Wed_3_0,1
User5688_Wed_3_0,1
User4185_Wed_3_18,1
User564_Wed_3_6,1
User4575_Wed_3_18,0
User5468_Wed_3_12,1
User4181_Wed_3_0,1
User1552_Wed_3_0,1
User1632_Wed_3_0,1
User6281_Wed_3_0,1
User4509_Wed_3_18,1
User5593_Wed_3_0,0
User5807_Wed_3_6,0
User4165_Wed_3_18,1
User2419_Wed_3_12,1
User6121_Wed_3_12,0
User4948_Wed_3_6,1
User3173_Wed_3_0,1
User3671_Wed_3_6,0
User4720_Wed_3_6,0
User3804_Wed_3_6,1
User6476_Wed_3_6,0
User1798_Wed_3_0,0
User1103_Wed_3_18,1
User2325_Wed_3_18,0
User2713_Wed_3_0,0
User5274_Wed_3_12,0
User2674_Wed_3_0,0
User1453_Wed_3_0,1
User3009_Wed_3_12,1
User3309_Wed_3_6,1
User2080_Wed_3_6,1
User4803_Wed_3_18,1
User3635_Wed_3_6,0
User320_Wed_3_6,0
User5559_Wed_3_12,1
User1927_Wed_3_6,1
User1440_Wed_3_6,1
User3611_Wed_3_6,1
User4831_Wed_3_12,1
User4773_Wed_3_12,0
User4989_Wed_3_6,0
User5812_Wed_3_12,1
User5800_Wed_3_0,0
User5293_Wed_3_12,1
User6465_Wed_3_6,0
User4324_Wed_3_18,0
User2222_Wed_3_0,0
User5009_Wed_3_18,0
User351_Wed_3_6,0
User5458_Wed_3_6,0
